663924.2012,6198160.299,-1480.315,663924.2012,6198160.299,-1630.315,664132.5988,6198376.101,-1630.315,664132.5988,6198376.101,-1480.315
664471.9336,6198629.49,-1624.328008,664653.4031,6198563.441,-1624.328008,664653.4031,6198563.441,-1492.518258,664471.9336,6198629.49,-1492.518258
663953.5768,6198367.376,-1642.518258,663981.0292,6198357.384,-1642.518258,663981.0292,6198357.384,-1513.032525,663953.5768,6198367.376,-1513.032525
663707.3422,6198289.609,-1642.518258,663779.3057,6198263.417,-1642.518258,663779.3057,6198263.417,-1530.242669,663707.3422,6198289.609,-1530.242669
663710.8714,6198381.657,-1609.549382,663734.4372,6198373.08,-1609.549382,663734.4372,6198373.08,-1492.518258,663710.8714,6198381.657,-1492.518258
663957.9367,6198349.123,-1642.518258,664023.5255,6198325.251,-1642.518258,664023.5255,6198325.251,-1512.3807,663957.9367,6198349.123,-1512.3807
664023.0038,6198373.236,-1642.518258,664047.9396,6198364.16,-1642.518258,664047.9396,6198364.16,-1567.276742,664023.0038,6198373.236,-1567.276742
663945.5642,6198230.745,-1642.518258,664078.9292,6198182.204,-1642.518258,664078.9292,6198182.204,-1500.712151,663945.5642,6198230.745,-1500.712151
663908.708,6198373.719,-1642.518258,663937.7683,6198363.142,-1642.518258,663937.7683,6198363.142,-1492.518258,663908.708,6198373.719,-1492.518258
663693.8404,6198420.911,-1642.518258,663726.5604,6198409.002,-1642.518258,663726.5604,6198409.002,-1539.885003,663693.8404,6198420.911,-1539.885003
664327.1283,6198482.037,-1642.518258,664397.868,6198456.29,-1642.518258,664397.868,6198456.29,-1518.05568,664327.1283,6198482.037,-1518.05568
663708.0966,6198424.28,-1642.518258,663804.3274,6198389.255,-1642.518258,663804.3274,6198389.255,-1492.518258,663708.0966,6198424.28,-1492.518258
664396.6121,6198259.91,-1634.773497,664396.6121,6198259.91,-1492.518258,663983.6475,6198410.217,-1492.518258,663983.6475,6198410.217,-1634.773497
663701.4739,6198441.82,-1642.518258,663731.1329,6198431.025,-1642.518258,663731.1329,6198431.025,-1556.002961,663701.4739,6198441.82,-1556.002961
663922.0895,6198272.377,-1642.518258,663946.9173,6198263.341,-1642.518258,663946.9173,6198263.341,-1581.264333,663922.0895,6198272.377,-1581.264333
663858.2597,6198246.556,-1642.518258,663909.6877,6198227.838,-1642.518258,663909.6877,6198227.838,-1568.503274,663858.2597,6198246.556,-1568.503274
663910.5128,6198165.803,-1554.043511,663956.376,6198149.11,-1554.043511,663956.376,6198149.11,-1492.518258,663910.5128,6198165.803,-1492.518258
663765.6971,6198292.591,-1571.871385,663793.1061,6198282.615,-1571.871385,663793.1061,6198282.615,-1492.518258,663765.6971,6198292.591,-1492.518258
663903.7084,6198311.845,-1579.608891,663945.7831,6198296.531,-1579.608891,663945.7831,6198296.531,-1492.518258,663903.7084,6198311.845,-1492.518258
664096.3561,6198342.69,-1642.518258,664139.4562,6198327.003,-1642.518258,664139.4562,6198327.003,-1515.019753,664096.3561,6198342.69,-1515.019753
663755.1955,6198344.394,-1619.263442,663783.6207,6198334.048,-1619.263442,663783.6207,6198334.048,-1492.518258,663755.1955,6198344.394,-1492.518258
